CustomerID,FirstName,LastName,DateOfBirth,IncomeBracket,AccountType
57,Nicole,Ward,1927-12-19,Medium,Business
58,Gerard,Smith,1988-06-30,Medium,Personal Current
59,Sylvia,Kent,1985-03-15,Medium,Personal Current
60,Edward,Akhtar,1959-03-28,Medium,Savings
61,Janice,Jackson,1948-02-01,Medium,Business
62,Brandon,Briggs,1953-12-19,Medium,Business
63,Jill,Jones,1962-01-12,Medium,Personal Current
64,Tina,Griffin,1980-04-15,Low,Personal Current
65,Valerie,Coleman,1966-07-16,Medium,Business
66,Rita,Parker,1954-10-05,Medium,Personal Current
67,Leonard,Bevan,1960-10-25,Medium,Joint
68,Marion,Baxter,1956-10-10,Medium,Business
69,Eileen,Wright,1931-11-18,High,Student
70,Carly,Akhtar,1957-11-26,High,Personal Current
71,Andrea,Fox,1965-06-03,Low,Student
72,Wendy,Porter,2003-10-10,Low,Personal Current
73,Gareth,Nash,1985-08-28,Medium,Business
74,Luke,Mason,1976-04-07,Low,Student
75,Josephine,Clarke,1976-10-15,Medium,Business
76,Graeme,Burke,1986-12-01,High,Personal Current
77,Stuart,Ellis,1985-06-16,Low,Business
78,Donna,Archer,1932-04-29,Low,Student
79,Alex,Miles,1938-10-12,Low,Personal Current
80,Robin,Taylor,1941-03-30,Medium,Personal Current
81,James,Turnbull,1931-12-19,Medium,Joint
82,Jayne,White,1979-06-05,Low,Savings
83,Zoe,Randall,1936-10-29,High,Business
84,Hannah,Jones,1928-03-06,Medium,Personal Current
85,Alice,Campbell,1996-04-09,Low,Personal Current
86,Rita,Wood,1998-02-13,Medium,Savings
87,Declan,Todd,1954-05-14,Medium,Personal Current
88,Connor,Goodwin,1948-10-08,Low,Student
89,Vincent,Bond,1973-08-16,Low,Business
90,Victoria,Cox,1972-05-14,Low,Business
91,Alexander,Roberts,1941-08-02,Low,Business
92,Kevin,Scott,1926-03-07,High,Joint
93,Amber,White,2003-06-03,High,Personal Current
94,Charlene,Jones,1956-12-05,Low,Student
95,Vanessa,Walker,2000-01-04,Low,Savings
96,Sam,Gibson,1973-12-27,Low,Business
97,Ann,Jenkins,1946-01-05,Low,Personal Current
98,Joshua,Hargreaves,1927-12-17,High,Student
99,Jessica,Moore,1959-01-28,Low,Personal Current
100,Irene,Macdonald,1966-09-30,Low,Savings
101,Michael,Walsh,1964-09-21,Low,Business
102,Jayne,Farmer,1926-08-15,Medium,Joint
103,Lynn,Shepherd,1976-07-03,Low,Personal Current
104,Gerald,Frost,1990-03-17,Medium,Business
105,Abdul,Jones,1939-09-22,Low,Savings
106,Shane,Foster,1995-02-28,Medium,Personal Current
107,Leonard,Baker,1959-03-10,Medium,Personal Current
108,Gillian,Gibson,1974-10-18,Low,Personal Current
109,Toby,Peters,1959-03-07,Medium,Personal Current
110,Elizabeth,Davies,1985-06-20,High,Business
111,Dale,Stephens,1924-05-06,High,Student
112,Russell,Jenkins,1986-06-16,Medium,Business
113,Colin,Pugh,1993-02-04,Medium,Personal Current
114,Timothy,Green,1991-06-28,High,Personal Current
115,Ross,Allen,1946-09-06,Medium,Student
116,Jean,Roberts,1927-09-30,Low,Personal Current
117,Geoffrey,Cole,1943-02-23,High,Student
118,Jessica,Reed,1963-07-23,Low,Business
119,Gail,Kelly,1997-01-08,Medium,Savings
120,Lucy,Oliver,1936-01-18,Low,Savings
121,Scott,Dunn,1934-05-13,Low,Personal Current
122,Lorraine,Coleman,1959-01-06,Low,Personal Current
123,Lesley,Richards,1963-01-27,Medium,Personal Current
124,Jill,Barlow,1977-07-18,Low,Savings
125,Elliott,Collier,1944-02-15,Low,Personal Current
126,Brenda,Nixon,1939-02-19,Low,Personal Current
127,Ashley,Hewitt,1946-01-17,Medium,Savings
128,Jonathan,Chapman,1976-10-28,High,Personal Current
129,Duncan,Hall,2002-09-17,Medium,Personal Current
130,Tina,Freeman,1948-04-02,Medium,Personal Current
131,Robert,Wilson,2001-09-15,High,Business
132,Leigh,Bell,1924-05-21,Medium,Savings
133,Leslie,Parkes,1981-09-18,Low,Student
134,Darren,Khan,1957-08-13,Low,Personal Current
135,Simon,Shah,1930-02-15,Low,Business
136,Karl,Green,1984-06-28,Low,Savings
137,Darren,Stevens,1966-02-02,Medium,Personal Current
138,Arthur,Richardson,1949-02-25,Medium,Business
139,Nicole,Wilkins,1950-07-22,Low,Personal Current
140,Leon,Lawrence,1952-01-03,Medium,Savings
141,Melanie,Smith,1979-08-15,Medium,Savings
142,Teresa,Davies,1954-07-28,Low,Personal Current
143,Emma,Begum,2005-01-19,High,Business
144,Terence,Graham,1962-11-07,Medium,Joint
145,Cameron,Young,2002-10-15,Low,Savings
146,Oliver,Armstrong,1996-08-16,Medium,Personal Current
147,Maureen,Taylor,2001-09-27,Medium,Personal Current
148,Malcolm,Howarth,1992-02-15,Medium,Personal Current
149,Sean,Davies,1985-11-12,Medium,Joint
150,Sally,Thompson,1975-09-03,Medium,Personal Current
151,Jonathan,Tucker,2000-10-23,Medium,Savings
152,Danielle,Young,1968-05-25,Low,Joint
153,Marcus,Thompson,1924-06-23,Low,Personal Current
154,Ross,Smith,1986-07-08,Low,Savings
155,Elliott,Wilson,1994-12-10,Medium,Personal Current
156,Andrea,Evans,1951-07-22,Low,Business
157,Jay,Robinson,1972-01-10,High,Student
158,Charles,Lewis,1974-07-15,Medium,Personal Current
159,Graeme,Glover,1929-11-17,High,Personal Current
160,Joshua,Begum,1981-11-15,High,Student
161,Howard,Murray,1990-08-23,High,Joint
162,Bernard,Dunn,2004-03-01,High,Joint
163,Rachael,Bull,1936-10-25,Medium,Savings
164,Annette,Turner,1984-07-26,Medium,Personal Current
165,Jean,Sharpe,1928-09-11,Low,Personal Current
166,Frederick,Turnbull,1942-11-01,Low,Personal Current
167,Kim,Johnson,1950-07-13,Medium,Savings
168,David,Turner,1954-11-27,Medium,Business
169,William,Roberts,1946-06-05,Low,Student
170,Derek,Cole,1939-02-16,Medium,Personal Current
171,Trevor,Allen,1982-04-23,High,Savings
172,Shirley,O'Sullivan,1983-11-22,Medium,Business
173,Geoffrey,Warren,1963-07-24,Medium,Joint
174,Megan,Davies,1956-11-25,High,Business
175,Neil,Thomas,1941-11-22,High,Personal Current
176,Max,Berry,1929-06-13,Medium,Personal Current
177,Stephanie,Singh,1932-04-18,High,Business
178,Pauline,Sheppard,1931-01-04,High,Savings
179,Callum,Wright,1983-10-10,High,Personal Current
180,Stewart,Hill,1956-10-14,Low,Joint
181,Carl,Scott,1999-07-22,Medium,Business
182,Lisa,Cox,1987-05-13,Low,Savings
183,Joyce,Price,1930-05-20,Low,Savings
184,Max,Barton,1978-10-23,Medium,Personal Current
185,Lesley,Leach,2005-09-05,Medium,Savings
186,Josephine,Simpson,1938-04-06,High,Savings
187,Roger,Farmer,1972-03-08,Low,Business
188,Glenn,Williams,1934-10-24,High,Business
189,Brandon,Bell,1940-10-07,Medium,Business
190,Kirsty,Cooke,1972-04-17,Medium,Personal Current
191,Sarah,Griffiths,1931-12-22,High,Joint
192,Frank,Stanley,1976-08-18,Medium,Joint
193,Nicholas,Jones,1925-08-13,Low,Savings
194,Joseph,Carpenter,1978-07-07,High,Joint
195,Jeffrey,Dobson,2003-12-29,Low,Business
196,Jemma,Johnson,1967-08-31,Low,Student
197,Melanie,Davies,1972-02-06,High,Savings
198,Derek,Howarth,1929-05-15,Low,Personal Current
199,Jamie,Clark,1950-09-01,Medium,Personal Current
200,Abigail,Knight,1971-08-08,Low,Savings
201,Fiona,Lee,1946-03-02,High,Joint
202,Dawn,Scott,2000-11-08,Low,Personal Current
203,Anna,Johnson,1943-06-04,High,Personal Current
204,Clare,Knight,2001-04-14,Medium,Savings
205,Donald,Craig,1988-06-13,Low,Personal Current
206,Jay,Morris,1926-11-27,Medium,Personal Current
207,Katie,Adams,1984-02-28,High,Personal Current
208,Rachael,Gibbons,1931-09-26,Medium,Personal Current
209,Kim,Clarke,1979-05-16,Low,Personal Current
210,Louise,Atkinson,2005-03-17,Medium,Personal Current
211,Helen,Hayes,1995-01-04,Medium,Student
212,Stuart,Green,1925-08-16,Medium,Business
213,Dean,Fisher,1981-10-30,Medium,Savings
214,Geoffrey,Turner,1940-03-19,Medium,Joint
215,Gareth,Taylor,2000-04-29,Low,Personal Current
216,Arthur,Rose,2005-06-27,Medium,Personal Current
217,Grace,Jones,1965-07-17,Medium,Joint
218,Mathew,Turner,1931-12-05,Low,Personal Current
219,Natalie,Davies,1974-11-17,High,Student
220,Sheila,Cooper,1949-07-27,Medium,Savings
221,Ian,Bailey,1929-09-05,Medium,Savings
222,Leanne,Law,1962-10-17,High,Personal Current
223,Victor,Chandler,1940-04-10,Medium,Personal Current
224,Sam,Norman,2005-02-08,High,Savings
225,Maria,White,1984-11-10,Medium,Personal Current
226,Graham,Ford,1960-03-17,Low,Savings
227,Malcolm,Green,1937-04-06,Medium,Joint
228,Barbara,Abbott,1978-04-23,Medium,Business
229,Maria,Hall,1953-11-16,Medium,Personal Current
230,Gerald,Baker,1942-09-14,Low,Business
231,Sara,Wade,1963-08-04,Low,Savings
232,Abdul,Williams,1956-01-31,Low,Personal Current
233,Colin,Palmer,1978-05-23,Low,Personal Current
234,Elliot,Cook,1999-05-02,Medium,Joint
235,Charles,Harris,1977-04-25,Low,Personal Current
236,Roy,Murray,1949-09-12,Medium,Personal Current
237,Beth,Scott,1974-08-24,Medium,Personal Current
238,Holly,Simpson,1964-11-23,Medium,Business
239,Emma,White,1945-02-10,High,Joint
240,Frank,Ellis,1956-06-24,Medium,Joint
241,Marian,Woods,1935-10-03,Medium,Personal Current
242,Daniel,Dixon,1959-05-17,Medium,Personal Current
243,Reece,Bailey,1925-09-30,Low,Savings
244,Josh,Tomlinson,1976-11-24,High,Student
245,Owen,Goodwin,1935-02-06,Low,Personal Current
246,Ellie,Williams,1931-03-30,Low,Savings
247,Callum,Moore,1934-11-30,Medium,Business
248,Wayne,Dunn,1982-01-28,Low,Joint
249,Georgia,Dixon,1934-01-18,High,Joint
250,Jamie,Carter,1945-08-19,Medium,Business
251,Eleanor,Hall,1992-06-27,High,Personal Current
252,Tom,Thomas,2000-10-31,Medium,Savings
253,Matthew,Turnbull,1955-10-02,Medium,Business
254,Donna,Phillips,1971-06-02,High,Personal Current
255,Heather,Bibi,1988-03-26,Low,Joint
256,Iain,Savage,1960-04-01,High,Savings
257,Karl,Clarke,1924-04-07,Low,Savings
258,Fiona,Pollard,1937-09-10,Medium,Savings
259,Joanna,Young,1993-06-17,Low,Business
260,Dylan,Armstrong,1977-09-21,Medium,Joint
261,Dale,Williams,1973-07-11,Low,Personal Current
262,Abigail,Stevens,1927-02-13,High,Business
263,Henry,Edwards,1976-12-21,High,Personal Current
264,Jade,Jones,1926-02-18,High,Personal Current
265,Richard,Harvey,1969-11-04,Low,Student
266,Georgina,Stevenson,1996-03-09,Medium,Student
267,Paula,Jones,1961-08-15,Medium,Student
268,Stanley,Pritchard,1929-02-04,Low,Business
269,Jason,Allen,1998-03-18,Low,Joint
270,Terry,Bird,1934-03-19,Medium,Savings
271,Wendy,Byrne,1967-12-19,Medium,Personal Current
272,Jennifer,Brown,1961-05-20,Medium,Business
273,Graham,Patel,1985-02-28,Medium,Business
274,Liam,Matthews,1977-11-19,Low,Joint
275,Scott,Little,1958-03-23,Low,Personal Current
276,Laura,Bird,1965-05-07,Low,Personal Current
277,Toby,Booth,1945-04-04,High,Personal Current
278,Robert,Abbott,1991-08-02,Low,Personal Current
279,Hugh,Howell,1963-05-03,Low,Personal Current
280,Kimberley,Smith,1997-07-27,Low,Business
281,Bradley,Potter,1935-05-30,High,Student
282,Janet,Hughes,1956-01-29,High,Personal Current
283,Tina,Kent,1946-10-30,Medium,Personal Current
284,Liam,Hunt,1926-08-11,Medium,Personal Current
285,Joseph,Gibbs,1959-04-26,Medium,Personal Current
286,Lynne,Hayward,1951-01-30,Low,Personal Current
287,Conor,Burgess,1953-02-21,High,Personal Current
288,Ben,White,1943-06-29,Medium,Joint
289,Joanna,Owens,1958-05-16,Medium,Business
290,William,Nelson,1953-07-02,Medium,Personal Current
291,Tom,Nash,1935-04-11,Medium,Student
292,Douglas,Cooper,1932-03-09,Medium,Business
293,Hilary,White,1954-07-17,High,Personal Current
294,Garry,King,1939-12-03,High,Personal Current
295,Jill,Pearce,1979-09-11,Medium,Business
296,Patrick,Wright,1985-08-30,Medium,Personal Current
297,Charlotte,Atkinson,1973-10-24,Low,Savings
298,Gillian,Talbot,1994-04-15,Medium,Savings
299,Chelsea,Pearson,1968-12-22,Low,Personal Current
300,Callum,Foster,1952-05-06,Medium,Personal Current
301,June,Carter,2000-10-07,High,Joint
302,Kenneth,Byrne,1975-03-29,Medium,Personal Current
303,Richard,Hancock,1961-11-19,Medium,Personal Current
304,Linda,Bennett,2004-07-29,Low,Joint
305,Paul,Black,1925-01-06,Low,Savings
306,Graham,Tomlinson,1970-01-06,Medium,Personal Current
307,Leonard,Taylor,1972-08-20,Low,Business
308,Duncan,Thomas,1957-07-12,Low,Personal Current
309,Cameron,Benson,1942-03-18,Medium,Business
310,Chloe,Oliver,1985-12-09,Medium,Joint
311,Jennifer,Mason,1985-11-08,Medium,Savings
312,Irene,Saunders,1927-01-06,Low,Student
313,Allan,Burton,1969-02-21,Medium,Business
314,Harry,Morris,1929-12-17,Medium,Personal Current
315,Terry,Carter,1986-03-01,Medium,Joint
316,Julian,Walker,1999-08-31,Medium,Personal Current
317,Simon,Walters,1990-09-10,Low,Personal Current
318,Deborah,Mitchell,1965-04-19,Medium,Personal Current
319,Elliot,Reynolds,1935-09-30,Medium,Business
320,Gavin,Burgess,2006-01-11,High,Business
321,Ronald,Patel,1933-02-11,Medium,Personal Current
322,Barry,Bond,1946-07-18,Medium,Personal Current
323,Gregory,Ali,1960-12-02,Medium,Joint
324,Conor,Schofield,1955-01-04,Medium,Student
325,Victoria,Frost,1942-04-13,High,Personal Current
326,Stephanie,Mann,1983-06-29,Medium,Savings
327,Amber,Tucker,1986-06-30,Medium,Savings
328,Craig,Palmer,1973-12-07,Medium,Business
329,Douglas,Brennan,1966-02-02,Medium,Personal Current
330,Frank,Dixon,1955-06-03,Medium,Student
331,Chelsea,Payne,1943-04-05,High,Savings
332,Albert,Mitchell,1958-10-12,Medium,Joint
333,Linda,Jones,1945-02-20,Medium,Savings
334,Tracey,Reid,1991-05-12,High,Savings
335,Bernard,Winter,1970-01-25,Low,Personal Current
336,Josh,Hardy,1990-12-04,Low,Business
337,Douglas,Hughes,1956-02-28,Low,Student
338,Stuart,Martin,1955-03-24,High,Personal Current
339,Hollie,Page,1971-03-29,Low,Savings
340,Charlie,Powell,2002-04-02,Low,Personal Current
341,Brett,James,1976-05-04,Low,Personal Current
342,Carole,Francis,1991-09-12,Low,Business
343,Julian,Wilkins,1975-12-25,Low,Student
344,Marc,Rees,1999-10-31,Medium,Joint
345,Donald,Scott,1961-05-12,Medium,Personal Current
346,Barry,Walton,1982-05-03,Low,Joint
347,Molly,Frost,1971-01-07,Low,Personal Current
348,Lesley,Hunter,1928-04-20,Low,Personal Current
349,Yvonne,Burke,1940-10-11,Low,Business
350,Lucy,Smith,1953-02-18,Medium,Joint
351,Alexandra,Hammond,1996-01-17,Medium,Student
352,Lindsey,O'Brien,1967-02-23,Low,Personal Current
353,Hayley,Ward,1989-04-28,Medium,Business
354,Nicole,Thomas,1964-10-31,Low,Savings
355,Beth,George,1938-02-01,High,Joint
356,Ellie,Vaughan,1959-08-19,Medium,Joint
357,Elliot,Clark,1949-12-16,Medium,Personal Current
358,Lawrence,Jenkins,1929-09-12,Low,Personal Current
359,Ashleigh,Davies,1978-05-21,High,Savings
360,Hannah,Macdonald,1989-05-19,Low,Personal Current
361,Lisa,Weston,1925-08-23,Low,Personal Current
362,Carolyn,Edwards,1995-07-07,Low,Business
363,Clive,Bradley,1962-01-07,Low,Savings
364,Gerard,Gordon,1931-04-01,High,Joint
365,Jennifer,Elliott,1959-11-25,Medium,Savings
366,Julia,O'Sullivan,1961-02-20,Low,Savings
367,Joanna,Hooper,1968-03-13,Medium,Personal Current
368,Danielle,Roberts,2006-02-17,High,Personal Current
369,Hayley,Gill,1989-05-20,High,Personal Current
370,Stuart,Nash,1972-02-01,Medium,Personal Current
371,Trevor,Smith,1995-01-09,High,Joint
372,Susan,Stanley,1969-02-04,High,Personal Current
373,Jill,Young,1974-11-05,Medium,Student
374,Lawrence,Baker,1974-07-15,Low,Personal Current
375,Lydia,Chambers,1982-06-04,Medium,Personal Current
376,Jodie,Young,1959-06-15,High,Student
377,Antony,Knight,1957-10-03,Low,Personal Current
378,James,Lewis,1968-06-07,High,Personal Current
379,Christopher,Lewis,1951-12-14,Low,Personal Current
380,Ian,Williams,1969-07-08,Low,Personal Current
381,Neil,Hall,1968-01-23,Low,Joint
382,Liam,Griffiths,1953-08-16,Low,Personal Current
383,Hollie,Thomson,1982-11-25,High,Personal Current
384,Marian,Evans,1924-09-01,High,Savings
385,Terry,Chan,1982-01-29,High,Personal Current
386,Bryan,Walters,1997-09-12,Medium,Business
387,Denise,Brown,2000-03-14,Low,Savings
388,Francesca,King,1974-04-14,Medium,Student
389,Phillip,Preston,2004-11-20,Medium,Savings
390,Mohamed,Sanders,1967-02-04,Medium,Personal Current
391,Elliot,Collins,2006-09-11,Low,Savings
392,Janice,Hunter,1924-12-15,Medium,Personal Current
393,Jill,Hilton,1977-02-04,Medium,Business
394,Colin,Kelly,1924-10-18,High,Personal Current
395,Kim,Thompson,1999-10-13,High,Savings
396,Jean,Davies,1940-01-06,Medium,Savings
397,Sam,Pearson,1929-05-10,Medium,Personal Current
398,Mary,Jones,2000-03-07,Medium,Personal Current
399,Katherine,Evans,1989-10-02,Low,Joint
400,James,Sims,1938-10-07,High,Business
401,Vincent,Clarke,1927-08-11,High,Personal Current
402,Hayley,Miller,1955-08-27,Medium,Joint
403,Hilary,Abbott,1931-10-01,Low,Business
404,Norman,Edwards,1988-04-07,Low,Business
405,Neil,Hooper,1930-09-13,Medium,Personal Current
406,Judith,Smith,2002-06-20,Low,Joint
407,Naomi,Jackson,1994-08-11,High,Personal Current
408,Rosemary,Price,1974-06-29,Low,Business
409,Geraldine,Fisher,1939-07-22,Low,Student
410,Sarah,Hall,1944-11-01,High,Personal Current
411,Beverley,Noble,1994-06-16,Medium,Joint
412,Simon,Thorpe,1937-08-14,Low,Personal Current
413,Patrick,Lee,1979-04-29,Low,Business
414,Callum,Duffy,1951-01-19,Low,Business
415,Cheryl,Williams,1970-03-28,Medium,Savings
416,Lisa,Stevens,1959-08-16,Low,Personal Current
417,Henry,Lewis,1987-06-01,Medium,Savings
418,Samuel,Norton,1997-05-11,High,Personal Current
419,Molly,Watson,1935-05-30,Low,Personal Current
420,Wayne,Barry,1963-11-18,High,Business
421,Nicholas,Robinson,1959-01-20,High,Personal Current
422,Norman,Taylor,1986-04-24,Low,Personal Current
423,Malcolm,Scott,1968-12-30,High,Business
424,Pamela,Evans,1958-04-24,Medium,Personal Current
425,John,Foster,1976-03-16,High,Personal Current
426,Danielle,White,1955-10-23,Medium,Business
427,Laura,Hall,1993-03-30,Medium,Personal Current
428,Kerry,Khan,1957-04-27,Medium,Joint
429,Stacey,Day,1988-12-18,High,Business
430,Gillian,White,1934-02-16,Medium,Business
431,Kim,Morrison,1963-10-27,Medium,Savings
432,Dorothy,Taylor,1966-09-27,High,Personal Current
433,Callum,Chambers,1958-10-05,Low,Personal Current
434,Natalie,Ali,2001-09-10,Low,Business
435,Dennis,Marshall,1992-01-12,Low,Business
436,Damien,Miller,1974-02-11,Low,Savings
437,Kathleen,Hall,1928-01-19,Low,Personal Current
438,Robert,Austin,1976-05-31,High,Personal Current
439,Glen,Griffiths,1980-06-05,Low,Personal Current
440,Jean,Taylor,1998-07-13,Medium,Joint
441,Alexandra,Green,1990-07-16,Low,Student
442,Teresa,Harding,1999-12-22,High,Business
443,Thomas,Carter,1956-11-16,High,Joint
444,Martyn,Rose,1995-02-28,Medium,Personal Current
445,Dylan,Jones,1931-02-25,High,Savings
446,Terry,Herbert,1933-01-18,Low,Student
447,Alan,Gardiner,1963-12-30,High,Savings
448,Dale,Powell,1938-06-21,Low,Joint
449,Louis,James,1993-12-11,High,Business
450,Simon,Gordon,1986-06-07,Low,Business
451,Edward,Akhtar,1978-09-28,Medium,Personal Current
452,Alan,Harris,1989-10-27,Medium,Personal Current
453,Roy,Miller,1951-01-23,Low,Joint
454,Ruth,Smith,1928-03-14,Low,Personal Current
455,Hannah,Farrell,1948-11-21,Low,Personal Current
456,Ashley,Noble,1955-10-08,Low,Personal Current
457,Carole,Griffiths,1973-08-09,Medium,Savings
458,Daniel,Wells,1985-04-15,Low,Personal Current
459,Jordan,Cook,1987-09-09,Low,Savings
460,Shaun,Austin,1937-03-20,Low,Business
461,Marie,Newman,1941-11-30,High,Personal Current
462,Bethan,Turner,1943-03-05,Low,Personal Current
463,Scott,Smith,1988-01-02,Low,Personal Current
464,Eleanor,Simpson,1928-05-10,Low,Business
465,Derek,Law,1995-09-23,Medium,Personal Current
466,Stewart,Warren,1930-02-17,High,Personal Current
467,Roger,Morris,1944-12-31,Low,Personal Current
468,Callum,Martin,1989-09-10,Low,Joint
469,Claire,Patel,1963-09-25,Medium,Student
470,Dawn,Stevens,1999-02-20,Medium,Joint
471,Anthony,Francis,1947-09-11,Low,Business
472,Bethan,Burke,2001-04-29,Medium,Personal Current
473,Samuel,Sharp,1969-07-25,High,Business
474,Lynn,Jones,1929-04-21,Low,Personal Current
475,Gerard,Davies,1981-09-04,Medium,Business
476,Malcolm,Richards,1994-06-05,Medium,Savings
477,Aimee,Johnson,1964-10-12,Medium,Business
478,Marc,Jones,1975-04-02,Low,Personal Current
479,Mark,Barker,1933-03-07,Low,Personal Current
480,Glen,Walker,1937-06-27,High,Personal Current
481,Danielle,Davies,1935-05-26,High,Personal Current
482,Gemma,Mason,1989-03-26,Medium,Personal Current
483,Ricky,Jones,1982-08-03,Medium,Personal Current
484,Lawrence,Hughes,1951-07-08,Medium,Personal Current
485,Rhys,Curtis,2000-11-11,Medium,Student
486,Leigh,Smith,1934-11-12,Low,Business
487,Kirsty,Patel,1988-03-26,Low,Student
488,Kayleigh,Jones,1949-10-11,High,Personal Current
489,Alex,Taylor,1934-06-10,Low,Student
490,Jennifer,Thompson,1986-09-14,High,Personal Current
491,Frederick,Russell,1993-05-27,Low,Business
492,Dawn,Greenwood,1997-02-17,Low,Personal Current
493,William,Wood,1953-08-29,Low,Joint
494,Tracy,Myers,1940-04-11,Medium,Business
495,Danielle,Stevens,1945-01-21,High,Business
496,Lydia,Fitzgerald,1929-04-30,Low,Savings
497,Diana,Jennings,1962-09-22,High,Business
498,Lindsey,Wood,1959-11-23,Medium,Business
499,Michelle,Doyle,1988-06-22,High,Savings
500,Tom,Watkins,2004-10-24,Low,Savings
501,David,Bennett,1957-12-07,High,Savings
502,Katie,Reeves,1993-05-13,Medium,Savings
503,Lisa,Hughes,1932-11-08,Low,Savings
504,Lee,Brown,2006-02-26,Low,Student
505,Trevor,Walker,1976-03-06,High,Personal Current
506,Ruth,Davis,1926-03-25,High,Personal Current
507,Sally,Carter,1928-03-28,Low,Personal Current
508,Patricia,Allen,2003-06-07,Medium,Personal Current
509,Kieran,Burke,1981-01-08,High,Personal Current
510,Lorraine,Doherty,1971-07-21,High,Savings
511,Terry,Cooper,2005-10-29,High,Personal Current
512,Stuart,Ahmed,2006-11-06,Medium,Business
513,Amy,Lees,1953-07-12,Medium,Personal Current
514,Joanna,Gibbons,1935-09-30,Low,Personal Current
515,Stephanie,Payne,1985-12-14,Low,Joint
516,Ross,Hill,1933-02-13,Medium,Savings
517,Andrew,Baker,1999-10-03,Medium,Personal Current
518,William,Hughes,1941-09-16,Low,Business
519,Alison,Wallis,1970-12-10,High,Business
520,Gary,Morris,1992-09-03,Medium,Personal Current
521,Marcus,Smith,1970-12-02,Medium,Personal Current
522,Jennifer,Vaughan,1983-11-22,Medium,Business
523,Frances,Cooke,1971-05-23,Medium,Savings
524,Stacey,Murray,1957-12-29,Low,Savings
525,Tom,Edwards,1947-08-20,Low,Business
526,Charles,Preston,2005-12-26,Low,Personal Current
527,Maureen,Flynn,1924-04-24,Low,Student
528,Richard,Flynn,1973-04-12,Medium,Personal Current
529,Fiona,Moss,1981-05-08,Medium,Joint
530,Adam,Smith,1986-08-07,Low,Savings
531,Leigh,West,1983-10-18,Medium,Savings
532,Kathleen,Jones,1984-10-26,Low,Personal Current
533,Diana,Jackson,1988-07-14,High,Personal Current
534,Ian,Moran,1927-12-27,High,Student
535,Gerald,Morris,1952-01-05,Low,Joint
536,Patricia,Thornton,1965-04-15,Medium,Savings
537,Stacey,Collier,1950-01-17,Low,Personal Current
